rhos,all_trusted_rhos
1,40.11330585253287,45.11793427613119
2,33.043915522255176,43.28925816354049
3,36.209330970378666,40.61729261023929
4,36.76353377876133,38.45575811592184
5,37.7105735235077,42.56585084973677
6,35.87321349418347,41.571757643298824
7,34.37820308218889,44.12680994651089
8,38.053810832008,38.43133784540165
9,34.87472484189284,46.12411198365348
10,34.90029767056532,43.84663191944453
11,42.90250372656128,37.413255945601534
12,35.46053166769496,40.02678524514678
13,35.051189565978525,39.81480279053905
14,38.77998434505953,40.99611644781062
15,37.31603480432242,42.23283018495212
16,37.758866823954165,39.97236034758228
17,32.340899281383265,42.192718997007745
18,39.260903710217555,43.395081783776945
19,36.092177630309834,40.811458895999415
20,32.122345453810404,38.80602330554242
21,35.41808351469363,43.573236267599334
22,36.39947105485392,41.56745623738369
23,40.12918479435886,42.00445935437958
24,34.365080591225095,39.069600493187764
25,31.604430476474572,42.183517660128885
26,35.07371271354716,37.95196186078667
27,40.07067445776776,44.937937817868715
28,39.089650265353384,41.04622303150325
29,33.886667482557165,43.8505672905958
30,40.08725181498151,39.902892887334474
31,36.04606800233665,43.9037512980237
32,35.71368719730662,41.14651628053059
33,36.16429019371321,38.87797832804881
34,37.03352810156083,39.37876364705241
35,30.434994365836285,41.898786383059765
36,31.701925260699067,41.59838532044515
37,36.57065945710012,43.28728056664273
38,33.77088946289386,42.0142293613608
39,38.82534476265204,39.289555337840255
40,41.075148615423934,39.33477536076773
41,33.98669114846963,42.61778436687735
42,32.01866394979216,41.954511255926036
43,31.333781556501723,39.24615744533744
44,33.24019287556197,42.84634158395642
45,39.118652842393814,40.001766542583326
46,38.5531918268265,38.43926111596061
47,39.206538322253664,43.74735482123365
48,30.375435127778903,40.95639130946021
49,35.708272370131894,38.84835498879711
50,33.735794662677,41.655521204826336
51,37.22070868927868,43.97843940580613
52,30.411482383580033,37.74490515684883
53,35.64298251778009,40.13589910307548
54,34.78322979695877,45.26557835409669
55,34.224636452067145,43.13534235461991
56,40.093950200118556,40.20116039559502
57,32.708783665077945,43.622940849179194
58,35.15896848278697,44.42086877311591
59,38.25674630298079,43.44421148211708
60,34.81169138918763,40.97040813563169
61,37.89376800043754,41.93188954539558
62,35.46537428976494,41.51546656279458
63,41.48658889950584,39.200186272681215
64,38.556163091114556,37.98598289019498
65,33.72920488995735,42.95038516453475
66,35.49362930440351,40.100271901451
67,32.979723667300554,39.427433878773066
68,38.210708608607604,38.649697707821026
69,38.08952166512316,41.96682872333259
70,41.42992826793299,40.47988988696986
71,36.44874064633386,39.78578806431516
72,38.71010016080364,41.12504876734148
73,30.212547455502445,42.65561918375499
74,35.62494224182932,37.23110721457663
75,34.552148865436315,37.592313031531376
76,32.41146039918382,39.88583601194886
77,37.321006265482396,39.05230749919048
78,33.487336475070414,41.87811623888421
79,37.66679821457359,43.40212659729009
80,30.794454072573586,42.163162123793064
81,33.506399043853335,43.17114571843866
82,35.94041092931119,42.57944365695279
83,36.43813470312627,39.05707847436263
84,33.91555081728325,42.666101190341465
85,35.62073723146428,42.37620848533745
86,36.196722199150706,40.29904499907725
87,30.252602617576734,40.40866932583476
88,36.34725436996948,43.562793571743875
89,34.42604749137115,41.127719600811
90,39.26186255914991,40.44843454003669
91,33.84575409873705,39.31354151798174
92,30.434700708749737,38.3508063543557
93,34.48869124998053,42.24055167688661
94,34.774332363895,43.4140765018301
95,38.016918562622905,39.91936371724877
96,28.684879247285494,39.39662213229279
97,37.39750483375373,41.16843152602564
98,34.04713159062172,42.46159044902997
99,36.84706226834918,42.03867662977373
100,36.50880220630987,41.612468932136785